Hobby_1,Hobby_2,Hobby_3,Hobby_4,Hobby_5,SSC Percent,Aptitude Percent,Course_1,Course_2,Course_3,Course_4,Course_5
Reading,Cooking/Baking,Photography,Coding,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Construction Engineering),Bachelor of Fine Art (B.F.A.) (Metal Work)
Reading,Cooking/Baking,Photography,Coding,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Diploma in Bakery and Confectionary,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,History/Geography,Sports,Science,Music,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Social Work (B.S.W.),Bachelor of Engineering (Mechanical Engineering),B.Sc. In Nursing,Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,History/Geography,Sports,Science,Music,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),B.Sc. (Hospitality Studies),Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Science in Nautical Sciences,Bachelor of Music (B.Mus.)
Dance,History/Geography,Sports,Science,Music,less than 80,more than 75,Diploma in Music,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Engineering (Mechanical Engineering),Diploma in Aviation Safety and Hospitality,Bachelor of Culinary Arts
Dance,History/Geography,Sports,Science,Music,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Arts (B.A.) in English Literature,Bachelor of Journalism and Mass Communication (BJMC) degree,B.Sc. in Home Science,Bachelor of Culinary Arts
Dance,History/Geography,Sports,Science,Music,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Diploma Course in Rainfed Agriculture,Diploma in Yogic Education,Bachelor of Engineering (Mechanical Engineering),Diploma in Music
Dance,History/Geography,Sports,Science,Music,more than 80,less than 75,B.Sc in Fashion Design,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Engineering (Mechanical Engineering),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental)
Dance,History/Geography,Sports,Science,Music,more than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Marine Engineering),B.Sc. Aviation,Bachelor of Engineering (Automobile Engineering),B.Sc. in Maritime Hospitality Studies
Dance,History/Geography,Sports,Science,Music,more than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Social Work (B.S.W.),Diploma in Yogic Education,Bachelor of Engineering (Chemical Engineering),Diploma in Music
Dance,History/Geography,Sports,Science,Cooking/Baking,less than 80,less than 75,Diploma in Music,Five Year Integrated Programme (B.A. and M.A.) in German,B.Sc. In Physiotherapy,B.Sc. in Forensic Science,Diploma in Bakery and Confectionary
Dance,History/Geography,Sports,Science,Cooking/Baking,less than 80,less than 75,B.Sc in Fashion Design,B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,B.Sc. In Nursing,Diploma in Bakery and Confectionary
Dance,History/Geography,Sports,Science,Cooking/Baking,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Engineering (Marine Engineering),B.Sc. Aviation,B.Sc. in Forensic Science,Diploma in Bakery and Confectionary
Dance,History/Geography,Sports,Science,Cooking/Baking,less than 80,more than 75,Diploma in Music,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Architecture (B.Arch.),Bachelor of Physical Education (B.P.Ed.)
Dance,History/Geography,Sports,Science,Cooking/Baking,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Environmental Sciences,B.Sc. Aviation,Bachelor of Engineering (Mechanical Engineering),Bachelor of Physical Education (B.P.Ed.)
Dance,History/Geography,Sports,Science,Cooking/Baking,more than 80,less than 75,B.Sc in Fashion Design,Bachelor of Science in Nautical Sciences,Bachelor of Science (B.Sc.) in Physics,Bachelor of Engineering (Production Engineering),B.Sc. In Nursing
Dance,History/Geography,Sports,Science,Cooking/Baking,more than 80,more than 75,B.Sc. in Home Science,Diploma Course in Rainfed Agriculture,B.Sc. Aviation,Bachelor of Engineering (Automobile Engineering),Bachelor of Science (B.Sc.) in Chemistry
Dance,History/Geography,Sports,Science,Cooking/Baking,more than 80,more than 75,B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. Aviation,Bachelor of Engineering (Chemical Engineering),Bachelor of Science (B.Sc.) in Mathematics
Dance,History/Geography,Sports,Science,Photography,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Engineering (Mechanical Engineering),B.Sc. Computer Science,Certificate Course in Sound Recording and Reproduction
Dance,History/Geography,Sports,Science,Photography,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. in Sports Management,B.Sc. In Physiotherapy,Bachelor of Commerce (Accounting & Finance)
Dance,History/Geography,Sports,Science,Photography,less than 80,more than 75,Bachelor of Music (B.Mus.),Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. Aviation,Bachelor of Science (B.Sc.) in Chemistry,Diploma in Bakery and Confectionary
Dance,History/Geography,Sports,Science,Photography,less than 80,more than 75,Bachelor of Music (B.Mus.),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Journalism and Mass Communication (BJMC) degree,B.Sc. (Hospitality Studies),Certificate Courses in Performing Folk Arts
Dance,History/Geography,Sports,Science,Photography,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. in Environmental Sciences,B.Sc. Aviation,Bachelor of Engineering (Automobile Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Sports,Science,Photography,more than 80,less than 75,B.Sc. in Home Science,Bachelor In Heritage Management (B.H.M.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Engineering (Marine Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Sports,Science,Photography,more than 80,more than 75,Diploma in Music,Bachelor of Social Work (B.S.W.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Engineering (Marine Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Sports,Science,Photography,more than 80,more than 75,B.Sc in Fashion Design,B.Sc. (Hospitality Studies),Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Production Engineering),Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Science,Coding,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Social Work (B.S.W.),B.Sc. In Physiotherapy,Bachelor of Architecture (B.Arch.),B.Sc. Information Technology (I.T.)
Dance,History/Geography,Sports,Science,Coding,less than 80,less than 75,Bachelor of Music (B.Mus.),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Engineering (Mechanical Engineering),B.Sc. (Bio-Technology),B.Sc. Computer Science
Dance,History/Geography,Sports,Science,Coding,less than 80,more than 75,B.Sc in Fashion Design,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. Aviation,Bachelor of Science (B.Sc.) in Mathematics,B.Sc. Computer Science
Dance,History/Geography,Sports,Science,Coding,less than 80,more than 75,B.Sc in Fashion Design,Bachelor of Arts (B.A.) in English Literature,Diploma in Aviation Safety and Hospitality,B.Sc. in Bioinformatics,B.Sc. Information Technology (I.T.)
Dance,History/Geography,Sports,Science,Coding,more than 80,less than 75,B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. Aviation,Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Engineering (Computer Engineering)
Dance,History/Geography,Sports,Science,Coding,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Library & Information Science (B.L.I.Sc.),Diploma in Yogic Education,Bachelor of Engineering (Construction Engineering),Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,History/Geography,Sports,Science,Coding,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. Aviation,Bachelor of Engineering (Chemical Engineering),Bachelor of Engineering (Computer Engineering)
Dance,History/Geography,Sports,Science,Coding,more than 80,more than 75,B.Sc in Fashion Design,Bachelor In Heritage Management (B.H.M.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Engineering (Mechanical Engineering),Bachelor of Engineering (Computer Engineering)
Dance,History/Geography,Sports,Science,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. (Hospitality Studies),B.Sc. In Physiotherapy,Diploma in Aviation Safety and Hospitality,B.Sc. In Life Sciences
Dance,History/Geography,Sports,Science,Drawing/Painting,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Journalism and Mass Communication (BJMC) degree,B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,History/Geography,Sports,Science,Drawing/Painting,less than 80,more than 75,Bachelor of Music (B.Mus.),Five Year Integrated Programme (B.A. and M.A.) in German,B.Sc. In Physiotherapy,B.Sc. In Physiotherapy,Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,History/Geography,Sports,Science,Drawing/Painting,less than 80,more than 75,B.Sc. in Home Science,B.Sc. (Hospitality Studies),Bachelor of Science (B.Sc.) in Physics,Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Culinary Arts
Dance,History/Geography,Sports,Science,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Science in Nautical Sciences,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Civil Engineering),Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,History/Geography,Sports,Science,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. (Hospitality Studies),Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Construction Engineering),Bachelor of Culinary Arts
Dance,History/Geography,Sports,Science,Drawing/Painting,more than 80,more than 75,Diploma in Music,B.Sc. in Environmental Sciences,Bachelor of Engineering (Mechanical Engineering),Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,History/Geography,Sports,Science,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor In Heritage Management (B.H.M.),B.Sc. in Sports Management,Bachelor of Engineering (Civil Engineering),Bachelor of Architecture with Interior Design Course
Dance,History/Geography,Sports,Music,Cooking/Baking,less than 80,less than 75,B.Sc. in Home Science,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Engineering (Mechanical Engineering),Bachelor of Culinary Arts,Bachelor of Theatre Arts
Dance,History/Geography,Sports,Music,Cooking/Baking,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),B.Sc. (Hospitality Studies),B.Sc. in Sports Management,Certificate Course in Studio Singing Technique,B.Sc. in Maritime Hospitality Studies
Dance,History/Geography,Sports,Music,Cooking/Baking,less than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Journalism and Mass Communication (BJMC) degree,Certificate Course in Music Appreciation and Music Journalism,B.Sc. In Nursing
Dance,History/Geography,Sports,Music,Cooking/Baking,less than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Arts (B.A.) in English Literature,B.Sc. In Physiotherapy,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Science (B.Sc.) in Chemistry
Dance,History/Geography,Sports,Music,Cooking/Baking,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Environmental Sciences,Bachelor of Physical Education (B.P.Ed.),Bachelor of Architecture with Interior Design Course,Bachelor of Theatre Arts
Dance,History/Geography,Sports,Music,Cooking/Baking,more than 80,less than 75,Diploma in Music,Five Years Integrated Programme (B.A. and M.A.) in Russian,Diploma in Aviation Safety and Hospitality,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Diploma in Bakery and Confectionary
Dance,History/Geography,Sports,Music,Cooking/Baking,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),B.Sc. in Sports Management,Bachelor of Theatre Arts,Diploma in Yogic Education
Dance,History/Geography,Sports,Music,Cooking/Baking,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Arts (B.A.) in English Literature,Bachelor of Engineering (Mechanical Engineering),Bachelor of Architecture with Interior Design Course,Bachelor of Science (B.Sc.) in Chemistry
Dance,History/Geography,Sports,Music,Photography,less than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor of Social Work (B.S.W.),B.Sc. in Sports Management,Certificate Course in Music Appreciation and Music Journalism,Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,History/Geography,Sports,Music,Photography,less than 80,less than 75,Diploma in Music,B.Sc. in Environmental Sciences,Bachelor of Science (B.Sc.) in Physics,Bachelor of Music (B.Mus.),Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,History/Geography,Sports,Music,Photography,less than 80,more than 75,Diploma in Music,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. Aviation,Certificate Course in Studio Singing Technique,Diploma in Bakery and Confectionary
Dance,History/Geography,Sports,Music,Photography,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Science in Nautical Sciences,Bachelor of Engineering (Mechanical Engineering),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,History/Geography,Sports,Music,Photography,more than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor In Heritage Management (B.H.M.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Fine Art (B.F.A.) (Ceramics),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Sports,Music,Photography,more than 80,less than 75,B.Sc in Fashion Design,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Journalism and Mass Communication (BJMC) degree,Certificate Course in Light Music,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Music,Photography,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. in Environmental Sciences,B.Sc. in Sports Management,Certificate Course in Music Appreciation and Music Journalism,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Music,Photography,more than 80,more than 75,B.Sc. in Home Science,Diploma Course in Rainfed Agriculture,B.Sc. Aviation,Diploma in Music,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Music,Coding,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. in Environmental Sciences,B.Sc. Aviation,Bachelor of Music (B.Mus.),B.Sc. Information Technology (I.T.)
Dance,History/Geography,Sports,Music,Coding,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Engineering (Marine Engineering),Diploma in Aviation Safety and Hospitality,Bachelor of Fine Art (B.F.A.) (Ceramics),B.Sc. Information Technology (I.T.)
Dance,History/Geography,Sports,Music,Coding,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor In Heritage Management (B.H.M.),B.Sc. Aviation,Certificate Course in Music Appreciation and Music Journalism,B.Sc. Computer Science
Dance,History/Geography,Sports,Music,Coding,less than 80,more than 75,B.Sc in Fashion Design,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Physical Education (B.P.Ed.),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. Information Technology (I.T.)
Dance,History/Geography,Sports,Music,Coding,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor In Heritage Management (B.H.M.),Bachelor of Engineering (Mechanical Engineering),Bachelor of Architecture with Interior Design Course,Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,History/Geography,Sports,Music,Coding,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor In Heritage Management (B.H.M.),Diploma in Yogic Education,Diploma in Music,Bachelor of Engineering (Information Technology)
Dance,History/Geography,Sports,Music,Coding,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. In Physiotherapy,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,History/Geography,Sports,Music,Coding,more than 80,more than 75,Diploma in Music,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),B.Sc. In Physiotherapy,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,History/Geography,Sports,Music,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science in Nautical Sciences,Bachelor of Physical Education (B.P.Ed.),Bachelor of Architecture with Interior Design Course,Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,History/Geography,Sports,Music,Drawing/Painting,less than 80,less than 75,B.Sc in Fashion Design,Bachelor of Engineering (Marine Engineering),Bachelor of Physical Education (B.P.Ed.),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Architecture with Interior Design Course
Dance,History/Geography,Sports,Music,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Science (B.Sc.) in Physics,Certificate Course in Studio Singing Technique,Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,History/Geography,Sports,Music,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Engineering (Mechanical Engineering),Bachelor of Music (B.Mus.),Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,History/Geography,Sports,Music,Drawing/Painting,more than 80,less than 75,B.Sc. in Home Science,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. Aviation,Certificate Course in Studio Singing Technique,Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,History/Geography,Sports,Music,Drawing/Painting,more than 80,less than 75,Diploma in Music,Diploma Course in Rainfed Agriculture,B.Sc. Aviation,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Sports,Music,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Diploma in Yogic Education,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Architecture with Interior Design Course
Dance,History/Geography,Sports,Music,Drawing/Painting,more than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Arts (B.A.) in English Literature,Bachelor of Physical Education (B.P.Ed.),Bachelor of Architecture with Interior Design Course,Certificate Courses in Performing Folk Arts
Dance,History/Geography,Sports,Cooking/Baking,Photography,less than 80,less than 75,B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Physical Education (B.P.Ed.),Certificate Course in Food Processing and Preservation,Bachelor of Management Studies (B.M.S.)
Dance,History/Geography,Sports,Cooking/Baking,Photography,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science in Nautical Sciences,Bachelor of Science (B.Sc.) in Physics,Certificate Course in Food Processing and Preservation,Bachelor of Commerce (Accounting & Finance)
Dance,History/Geography,Sports,Cooking/Baking,Photography,less than 80,more than 75,Diploma in Music,Bachelor of Arts (B.A.) in English Literature,B.Sc. In Physiotherapy,Diploma in Bakery and Confectionary,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Sports,Cooking/Baking,Photography,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),B.Sc. (Hospitality Studies),Bachelor of Engineering (Mechanical Engineering),B.Sc. in Maritime Hospitality Studies,Diploma in Bakery and Confectionary
Dance,History/Geography,Sports,Cooking/Baking,Photography,more than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Science (B.Sc.) in Physics,Diploma in Yogic Education,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Cooking/Baking,Photography,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Cooking/Baking,Photography,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Engineering (Marine Engineering),Diploma in Yogic Education,Certificate Course in Food Processing and Preservation,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Sports,Cooking/Baking,Photography,more than 80,more than 75,B.Sc. in Home Science,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Science (B.Sc.) in Physics,B.Sc. in Maritime Hospitality Studies,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Sports,Cooking/Baking,Coding,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Diploma Course in Rainfed Agriculture,Bachelor of Engineering (Mechanical Engineering),Diploma in Yogic Education,B.Sc. Computer Science
Dance,History/Geography,Sports,Cooking/Baking,Coding,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Science in Nautical Sciences,Bachelor of Engineering (Mechanical Engineering),Bachelor of Physical Education (B.P.Ed.),B.Sc. Computer Science
Dance,History/Geography,Sports,Cooking/Baking,Coding,less than 80,more than 75,B.Sc. in Home Science,B.Sc. in Environmental Sciences,Bachelor of Science (B.Sc.) in Physics,Bachelor of Physical Education (B.P.Ed.),B.Sc. Information Technology (I.T.)
Dance,History/Geography,Sports,Cooking/Baking,Coding,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Arts (B.A.) in English Literature,B.Sc. in Sports Management,Bachelor of Science (B.Sc.) in Mathematics,B.Sc. Computer Science
Dance,History/Geography,Sports,Cooking/Baking,Coding,more than 80,less than 75,Bachelor of Music (B.Mus.),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),B.Sc. In Physiotherapy,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Cooking/Baking,Coding,more than 80,less than 75,Diploma in Music,Bachelor of Social Work (B.S.W.),Diploma in Yogic Education,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Cooking/Baking,Coding,more than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor In Heritage Management (B.H.M.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Cooking/Baking,Coding,more than 80,more than 75,Diploma in Music,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Engineering (Computer Engineering)
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,less than 75,B.Sc. in Home Science,B.Sc. in Environmental Sciences,Bachelor of Engineering (Mechanical Engineering),Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Fine Art (B.F.A.) Painting
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Social Work (B.S.W.),Bachelor of Science (B.Sc.) in Physics,B.Sc. In Nursing,Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science in Nautical Sciences,Bachelor of Physical Education (B.P.Ed.),B.Sc. in Maritime Hospitality Studies,Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Social Work (B.S.W.),Bachelor of Journalism and Mass Communication (BJMC) degree,Diploma in Bakery and Confectionary,Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,less than 75,Diploma in Music,Bachelor of Engineering (Marine Engineering),Bachelor of Science (B.Sc.) in Physics,Bachelor of Physical Education (B.P.Ed.),Bachelor of Architecture (B.Arch.)
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,less than 75,Diploma in Music,Bachelor of Social Work (B.S.W.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Physical Education (B.P.Ed.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc. in Home Science,Bachelor of Science in Nautical Sciences,Diploma in Yogic Education,Bachelor of Theatre Arts,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc. in Home Science,Diploma Course in Rainfed Agriculture,Bachelor of Journalism and Mass Communication (BJMC) degree,Diploma in Yogic Education,Bachelor of Architecture (B.Arch.)
Dance,History/Geography,Sports,Photography,Coding,less than 80,less than 75,Diploma in Music,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),B.Sc. Aviation,Certificate Course in Sound Recording and Reproduction,B.Sc. Computer Science
Dance,History/Geography,Sports,Photography,Coding,less than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor In Heritage Management (B.H.M.),Bachelor of Science (B.Sc.) in Physics,Certificate Course in Sound Recording and Reproduction,B.Sc. Computer Science
Dance,History/Geography,Sports,Photography,Coding,less than 80,more than 75,Diploma in Music,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Engineering (Mechanical Engineering),Certificate Course in Studio Singing Technique,B.Sc. Information Technology (I.T.)
Dance,History/Geography,Sports,Photography,Coding,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),B.Sc. (Hospitality Studies),B.Sc. in Sports Management,"B.A. Programme in Film, Television and New Media Production",B.Sc. Computer Science
Dance,History/Geography,Sports,Photography,Coding,more than 80,less than 75,B.Sc. in Home Science,B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Sports,Photography,Coding,more than 80,less than 75,Bachelor of Music (B.Mus.),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering)
